Steps 52
logT
VS
Tension_efectiva_TExx_del_elemento 5 y_del_punto_de_gauss 1
0                                       0
0.1                  6.00357517545113e-06
0.2                  6.39612952145027e-06
0.3                   3.7010744328955e-06
0.4                  -2.42203368846512e-06
0.5                  -1.11970866331134e-05
0.6                  -2.24253754679475e-05
0.7                  -3.55917300732443e-05
0.8                  -5.04382363617856e-05
0.9                  -6.65441699009046e-05
1                    -8.36524478252767e-05
2                    -0.000179439216178235
3                    -4.67886349333631e-05
4                    0.000174829047045978
5                    0.000394279795461493
6                    0.000539897397649758
7                    0.000571330242264534
8                    0.000456924814348211
9                    0.000184758175976247
10                   -0.000254724173879937
20                    -0.0116642898527659
30                    -0.0312022920062169
40                    -0.0521171450363672
50                    -0.0714278169130774
60                    -0.0886309228559774
70                     -0.103835038479713
80                     -0.117304877164579
90                     -0.129311696743681
100                    -0.140083960187379
200                    -0.211702685366865
300                    -0.245376264544111
400                    -0.267366933265811
500                    -0.282922946992487
600                     -0.29476104898403
700                    -0.304100493747153
800                     -0.31171173065457
900                    -0.318059852088733
1000                   -0.323467977932064
2000                    -0.35721190980334
3000                   -0.374207063162577
4000                   -0.388294947790151
5000                   -0.398531529192646
6000                   -0.406205196433503
7000                   -0.411909774218228
8000                   -0.416161856208868
9000                    -0.41932795379503
10000                  -0.421686306022343
20000                  -0.429863460872723
30000                  -0.428327688885959
40000                  -0.428616277807841
50000                  -0.428561887088136
60000                   -0.42857230908593
